分组,类别,名称,机构,语言,地区,读法,梯队,出口,每周条数,提供什么,本机核查,生产机核查,防护,入口地址,备用入口,备注,id
一、临床证据：期刊、文献流与预印本,综合与基础顶刊,自然综述-药物发现,Nature Portfolio,en,INT,Crossref + PubMed,P0,直连,4,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1474-1776/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1474-1776[is]+OR+1474-1784[is]),"ISSN 1474-1776, 1474-1784；近 30 天 Crossref 21 篇、PubMed 19 篇；Crossref 自带摘要：否",j-1474-1776
一、临床证据：期刊、文献流与预印本,综合与基础顶刊,自然-生物技术,Nature Portfolio,en,INT,Crossref + PubMed,P0,直连,5,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1087-0156/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0733-222X[is]+OR+1087-0156[is]+OR+1546-1696[is]+OR+2331-3684[is]),"ISSN 0733-222X, 1087-0156, 1546-1696, 2331-3684；近 30 天 Crossref 32 篇、PubMed 33 篇；Crossref 自带摘要：否",j-1087-0156
八、AI 与医学,医学 AI 期刊,NEJM AI,,en,INT,Crossref + PubMed,P0,直连,1,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2836-9386/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2836-9386[is]),ISSN 2836-9386；近 30 天 Crossref 7 篇、PubMed 3 篇；Crossref 自带摘要：否,j-2836-9386
八、AI 与医学,医学 AI 期刊,柳叶刀-数字健康,Elsevier BV,en,INT,Crossref + PubMed,P0,直连,1,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2589-7500/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2589-7500[is]),ISSN 2589-7500；近 30 天 Crossref 15 篇、PubMed 15 篇；Crossref 自带摘要：否,j-2589-7500
八、AI 与医学,医学 AI 期刊,npj 数字医学,Nature Portfolio,en,INT,Crossref + PubMed,P0,直连,35,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2398-6352/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2398-6352[is]),ISSN 2398-6352；近 30 天 Crossref 93 篇、PubMed 14 篇；Crossref 自带摘要：否,j-2398-6352
八、AI 与医学,医学 AI 期刊,自然-机器智能,Nature Portfolio,en,INT,Crossref + PubMed,P0,直连,2,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2522-5839/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2522-5839[is]),ISSN 2522-5839；近 30 天 Crossref 16 篇、PubMed 1 篇；Crossref 自带摘要：否,j-2522-5839
八、AI 与医学,医学 AI 期刊,自然-生物医学工程,Nature Portfolio,en,INT,Crossref + PubMed,P0,直连,4,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2157-846X/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2157-846X[is]),ISSN 2157-846X；近 30 天 Crossref 20 篇、PubMed 20 篇；Crossref 自带摘要：否,j-2157-846x
八、AI 与医学,医学 AI 期刊,美国医学信息学会杂志 JAMIA,Oxford University Press,en,INT,Crossref + PubMed,P0,直连,5,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1067-5027/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1067-5027[is]+OR+1527-974X[is]),"ISSN 1067-5027, 1527-974X；近 30 天 Crossref 1 篇、PubMed 10 篇；Crossref 自带摘要：是",j-1067-5027
八、AI 与医学,医学 AI 期刊,医学互联网研究杂志 JMIR,JMIR Publications,en,INT,Crossref + PubMed,P0,直连,31,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1438-8871/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1438-8871[is]+OR+1439-4456[is]),"ISSN 1438-8871, 1439-4456；近 30 天 Crossref 142 篇、PubMed 134 篇；Crossref 自带摘要：否",j-1438-8871
八、AI 与医学,医学 AI 期刊,JMIR Medical Informatics,JMIR Publications,en,INT,Crossref + PubMed,P0,直连,8,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2291-9694/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2291-9694[is]),ISSN 2291-9694；近 30 天 Crossref 29 篇、PubMed 28 篇；Crossref 自带摘要：否,j-2291-9694
八、AI 与医学,医学 AI 期刊,JMIR AI,,en,INT,Crossref + PubMed,P0,直连,3,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2817-1705/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2817-1705[is]),ISSN 2817-1705；近 30 天 Crossref 21 篇、PubMed 16 篇；Crossref 自带摘要：否,j-2817-1705
八、AI 与医学,医学 AI 期刊,Radiology: Artificial Intelligence,Radiological Society of North America,en,INT,Crossref + PubMed,P0,直连,0,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2638-6100/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2638-6100[is]),ISSN 2638-6100；近 30 天 Crossref 5 篇、PubMed 5 篇；Crossref 自带摘要：否,j-2638-6100
八、AI 与医学,医学 AI 期刊,PLOS Digital Health,Public Library of Science,en,INT,Crossref + PubMed,P0,直连,15,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2767-3170/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2767-3170[is]),ISSN 2767-3170；近 30 天 Crossref 54 篇、PubMed 54 篇；Crossref 自带摘要：是,j-2767-3170
八、AI 与医学,医学 AI 期刊,BMJ Health & Care Informatics,BMJ,en,INT,Crossref + PubMed,P0,直连,5,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2632-1009/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2632-1009[is]),ISSN 2632-1009；近 30 天 Crossref 7 篇、PubMed 7 篇；Crossref 自带摘要：是,j-2632-1009
八、AI 与医学,医学 AI 期刊,生物医学信息学杂志 JBI,Elsevier BV,en,INT,Crossref + PubMed,P0,直连,5,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1532-0464/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1532-0464[is]+OR+1532-0480[is]),"ISSN 1532-0464, 1532-0480；近 30 天 Crossref 11 篇、PubMed 9 篇；Crossref 自带摘要：否",j-1532-0464
八、AI 与医学,医学 AI 期刊,医学人工智能 AIM,Elsevier BV,en,INT,Crossref + PubMed,P0,直连,9,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0933-3657/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0933-3657[is]+OR+1873-2860[is]),"ISSN 0933-3657, 1873-2860；近 30 天 Crossref 21 篇、PubMed 20 篇；Crossref 自带摘要：否",j-0933-3657
八、AI 与医学,医学 AI 期刊,Patterns（Cell Press）,Elsevier BV,en,INT,Crossref + PubMed,P0,直连,13,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2666-3899/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2666-3899[is]),ISSN 2666-3899；近 30 天 Crossref 10 篇、PubMed 24 篇；Crossref 自带摘要：否,j-2666-3899
八、AI 与医学,医学 AI 期刊,Communications Medicine,Nature Portfolio,en,INT,Crossref + PubMed,P0,直连,13,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2730-664X/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2730-664X[is]),ISSN 2730-664X；近 30 天 Crossref 50 篇、PubMed 16 篇；Crossref 自带摘要：否,j-2730-664x
八、AI 与医学,医学 AI 期刊,Health Data Science,American Association for the Advancement of Science,en,INT,Crossref + PubMed,P0,直连,1,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2765-8783/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2097-1095[is]+OR+2765-8783[is]),"ISSN 2097-1095, 2765-8783；近 30 天 Crossref 1 篇、PubMed 5 篇；Crossref 自带摘要：否",j-2765-8783
一、临床证据：期刊、文献流与预印本,专科顶刊,柳叶刀-肿瘤学,Elsevier BV,en,INT,Crossref + PubMed,P0,直连,6,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1470-2045/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1470-2045[is]+OR+1474-5488[is]),"ISSN 1470-2045, 1474-5488；近 30 天 Crossref 36 篇、PubMed 36 篇；Crossref 自带摘要：否",j-1470-2045
一、临床证据：期刊、文献流与预印本,专科顶刊,临床肿瘤学杂志 JCO,Lippincott Williams & Wilkins,en,INT,Crossref + PubMed,P0,直连,13,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0732-183X/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0732-183X[is]+OR+1527-7755[is]),"ISSN 0732-183X, 1527-7755；近 30 天 Crossref 42 篇、PubMed 41 篇；Crossref 自带摘要：是",j-0732-183x
一、临床证据：期刊、文献流与预印本,专科顶刊,JAMA 肿瘤学,American Medical Association,en,INT,Crossref + PubMed,P0,直连,9,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2374-2437/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2374-2437[is]+OR+2374-2445[is]),"ISSN 2374-2437, 2374-2445；近 30 天 Crossref 25 篇、PubMed 24 篇；Crossref 自带摘要：是",j-2374-2437
一、临床证据：期刊、文献流与预印本,专科顶刊,肿瘤学年鉴,Elsevier BV,en,INT,Crossref + PubMed,P0,直连,6,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0923-7534/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0923-7534[is]+OR+1569-8041[is]),"ISSN 0923-7534, 1569-8041；近 30 天 Crossref 13 篇、PubMed 11 篇；Crossref 自带摘要：否",j-0923-7534
一、临床证据：期刊、文献流与预印本,专科顶刊,CA：临床医师癌症杂志,Wiley,en,INT,Crossref + PubMed,P0,直连,1,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0007-9235/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0007-9235[is]+OR+1542-4863[is]),"ISSN 0007-9235, 1542-4863；近 30 天 Crossref 7 篇、PubMed 5 篇；Crossref 自带摘要：是",j-0007-9235
一、临床证据：期刊、文献流与预印本,专科顶刊,Cancer Cell,Cell Press,en,INT,Crossref + PubMed,P0,直连,10,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1535-6108/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1535-6108[is]+OR+1878-3686[is]),"ISSN 1535-6108, 1878-3686；近 30 天 Crossref 20 篇、PubMed 20 篇；Crossref 自带摘要：否",j-1535-6108
